ID,link,text,user,likes,comments,retweets,external-link,quotes
443,https://twitter.com/elonmusk/status/1746958393430942137#m,To fear parody or criticism is a sign of weakness,Elon Musk,209971,14560,28773,,3250
444,https://twitter.com/tesla_na/status/1746894667826741512#m,Heat pump helps boost driving range & maximize Supercharging speeds in cold weather by using excess heat from the powertrain to warm cabin & battery  This gives our vehicles unmatched efficiency—and comes standard in every new Tesla,Tesla North America,7506,688,1049,,47
445,https://twitter.com/elonmusk/status/1746917457313353942#m,Discrimination on the basis of anything other than merit is wrong,Elon Musk,225129,13613,44789,,2287
446,https://twitter.com/elonmusk/status/1746917108649275882#m,Destroying freedom of speech means destroying democracy,Elon Musk,176693,10810,49097,,2022
447,https://twitter.com/SpaceX/status/1746731453105549637#m,Falcon 9 delivers 23 @Starlink satellites to orbit from Florida – completing our 300th successful launch!,SpaceX,18707,1406,2416,,179
448,https://twitter.com/elonmusk/status/1746789759177941209#m,Just had a conversation with some smart people could not believe this is happening  https://nypost.com/2024/01/14/news/faas-diversity-push-includes-hiring-people-with-intellectual-and-psychiatric-disabilities/amp/,Elon Musk,126062,16936,28358,,2985
449,https://twitter.com/BillAckman/status/1746666488923119818#m,"As you may have heard, four @Harvard alums would like to run for the Board of Overseers in the Spring election which begins April 1st.  Their vision: Renew Harvard's leadership, defend free speech, protect students, and fix mismanagement.    Their platform can be found here:    https://renewharvard.com/   and their bios can be found on the bottom of the Renew Harvard web page.  In order for them to be on the ballot, they need 3,200 alumni to nominate them by January 31st, which is only 17 days from now.    Please nominate them now so you don't forget. It takes fewer than five minutes even if you have to renew your password, as I did, as I had forgotten mine.    All you need is the list of candidates, their Harvard affiliation, and their date of graduation, all of which can be found below:   Nominate ALL FOUR candidates before Jan 31 using your alumni login at:  https://vote.escvote.com/harvardpetition/  Alec Williams, Harvard Business School, 2017 @alecwilliams208  Zoe Bedell, Harvard Law School, 2016  Logan Leslie, Harvard and Radcliffe College, 2015 @LoganLeslie  Julia Pollak, Harvard and Radcliffe College, 2009 @juliaonjobs  By nominating them now, you will have four additional choices to vote for at the election beginning April 1st until May 14th, 2024 at 5pm.    The other candidates for election have been chosen by the incumbent board and/or administration so only these four represent fresh blood and new perspectives.  In the election, you can decide to vote for some, all or none of them, but it is critically important to get them on the ballot so you have the option of voting for them.  I think they are all outstanding.  I have known Alec Williams, a Navy Seal still on active duty in addition to his day job as an investor for a family office, for many years.    Alec was a Princeton grad and got his JD at Yale Law School and HBS degree contemporaneously, while also doing tours of duty in Afghanistan.   The other three I met on a Zoom recently.  Their resumes speak to their excellence.  They are all best described as exceptional.  They are all military veterans and/or continue to do tours of duty in addition to their careers, which include an Assistant U.S. Attorney, an investor, an owner/operator of small businesses, and the Chief Economist of Zip Recruiter.  They were all academic superstars at Harvard as well as Yale Law School, Princeton, a Supreme Court clerk for Justice Kagan,  you get the point.  They will be doing a real campaign so you can get to know them better over the next few months before the election.  I strongly urge you to nominate them.  You can make the decision whether to vote for them once the election begins and you know more about them and their platform.  Thank you for helping save Harvard!",Bill Ackman,13762,985,2266,,151
450,https://twitter.com/elonmusk/status/1746553569010991365#m,Set new world record in Diablo AoZ last night with an excellent crew. My character is called DieHarder. https://invidious.no-logs.com/watch?si=KBA87NCCbN3qDdSX&v=rUuxHu3J1HM&feature=invidious.no-logs.com,Elon Musk,24545,3945,2883,,307
451,https://twitter.com/elonmusk/status/1746551470323839396#m,Try it!,Elon Musk,23763,3701,3085,,151
452,https://twitter.com/elonmusk/status/1746550474558386368#m,22 more Starlink 2nd generation satellites to orbit,Elon Musk,104230,5297,13124,,548
453,https://twitter.com/Tesla/status/1746179318571577722#m,The future driving the future,Tesla,28857,2478,3564,,294
454,https://twitter.com/elonmusk/status/1746336037863837967#m,,Elon Musk,31292,2670,1689,,219
455,https://twitter.com/elonmusk/status/1746331216888877147#m,Went to a monster truck rally in Austin!,Elon Musk,132464,6646,7926,,448
456,https://twitter.com/elonmusk/status/1746251228114284740#m,Earth already receives about the same energy from the Sun in an hour than humanity consumes in a year.  Solar panels just need to catch a tiny amount of it to power our entire civilization!,Elon Musk,165497,17625,24885,,1937
457,https://twitter.com/elonmusk/status/1746081231458992145#m,Highlights of the @SpaceX company talk,Elon Musk,44710,3947,6633,,262
458,https://twitter.com/elonmusk/status/1745946082150867075#m,Review of SpaceX achievements in 2023 and plans for 2024+,Elon Musk,80171,9623,13909,,629
459,https://twitter.com/lindayaX/status/1745919353412067495#m,X became the very pulse of the entire conversation @CES!,Linda Yaccarino,10105,709,1182,,47
460,https://twitter.com/elonmusk/status/1745927494488772717#m,Welcome to 𝕏!,Elon Musk,82642,6037,11770,,489
461,https://twitter.com/elonmusk/status/1745921308943069202#m,"Funny you should mention “properly-run” social networks.   Are you aware that Mark Zuckerberg, presumably a “proper-runner” of social networks, funded illegal voting vans in the last election?  https://fox59.com/news/national-world/ap-us-news/ap-wisconsin-judge-rules-that-absentee-voting-van-used-in-2022-was-illegal/amp/",Elon Musk,201276,11846,47105,,2046
462,https://twitter.com/elonmusk/status/1745919745486954944#m,Several little Easter eggs in Cybertruck,Elon Musk,90571,3066,5434,,228
